timestamp	java_pid	java_cpu	k6_pid	k6_cpu
19:25:40	7163	3.6	7467	0.0
19:25:45	7163	235.7	7467	0.8
19:25:50	7163	504.2	7467	2.2
19:25:55	7163	575.6	7467	2.9
19:26:00	7163	517.1	7467	2.1
19:26:05	7163	505.0	7467	2.0
19:26:10	7163	150.3	7467	2.2
19:26:16	7163	1.4	7467	0.2
19:26:21	7163	3.6	7467	3.2
19:26:27	7163	18.2	7467	2.0
19:26:32	7163	8.3	7467	2.2
19:26:37	7163	16.1	7467	0.7
19:26:42	7163	5.4	7467	0.4
19:26:47	7163	19.4	7467	3.0
19:26:53	7163	7.5	7467	2.0
19:26:58	7163	7.4	7467	1.0
19:27:03	7163	5.1	7467	3.6
19:27:09	7163	11.1	7467	2.6
19:27:14	7163	13.5	7467	1.2
19:27:19	7163	9.7	7467	2.0
19:27:24	7163	22.3	7467	2.2
19:27:29	7163	4.6	7467	1.2
19:27:35	7163	18.3	7467	2.4
19:27:40	7163	31.3	7467	2.2
19:27:45	7163	19.6	7467	21.8
19:27:50	7163	8.4	7467	10.9
19:27:56	7163	10.1	7467	6.3
19:28:01	7163	8.4	7467	13.6
19:28:06	7163	50.4	7467	22.4
19:28:12	7163	20.0	7467	19.1
19:28:18	7163	0.6	7467	5.9
19:28:24	7163	9.6	7467	6.9
19:28:30	7163	10.0	7467	4.3
19:28:35	7163	18.3	7467	4.4
19:28:41	7163	6.7	7467	8.5
19:28:46	7163	13.1	7467	5.7
19:28:51	7163	5.7	7467	7.3
19:28:57	7163	3.4	7467	6.7
19:29:02	7163	27.9	7467	6.4
19:29:07	7163	26.8	7467	5.7
19:29:13	7163	6.0	7467	9.1
19:29:18	7163	8.6	7467	8.7
19:29:23	7163	18.8	7467	7.3
19:29:28	7163	18.2	7467	9.3
19:29:34	7163	7.2	7467	9.5
19:29:39	7163	8.9	7467	8.9
19:29:44	7163	22.3	7467	6.0
19:29:49	7163	9.8	7467	2.5
19:29:55	7163	21.6	7467	2.1
19:30:00	7163	21.2	7467	2.7
19:30:05	7163	26.3	7467	3.5
19:30:10	7163	11.3	7467	2.0
19:30:15	7163	24.0	7467	12.1
19:30:21	7163	29.4	7467	10.3
19:30:26	7163	21.7	7467	11.3
19:30:31	7163	33.2	7467	11.8
19:30:37	7163	18.4	7467	13.2
19:30:42	7163	10.2	7467	15.7
19:30:47	7163	12.8	7467	10.6
19:30:52	7163	10.4	7467	18.3
19:30:57	7163	25.9	7467	14.0
19:31:03	7163	25.2	7467	14.8
19:31:08	7163	8.5	7467	9.9
19:31:13	7163	9.5	7467	10.1
19:31:18	7163	7.3	7467	7.6
19:31:23	7163	12.4	7467	12.2
19:31:29	7163	11.9	7467	6.9
19:31:34	7163	17.6	7467	8.2
19:31:39	7163	6.3	7467	1.2
19:31:44	7163	12.9	7467	13.1
