timestamp	java_pid	java_cpu	k6_pid	k6_cpu
03:00:07	39725	6.2	39822	0.0
03:00:12	39725	677.3	39822	2.1
03:00:17	39725	704.8	39822	2.6
03:00:22	39725	685.3	39822	2.4
03:00:27	39725	5.6	39822	0.8
03:00:32	39725	7.4	39822	0.8
03:00:37	39725	3.4	39822	1.1
03:00:42	39725	3.6	39822	0.8
03:00:47	39725	2.4	39822	0.5
03:00:52	39725	2.6	39822	0.7
03:00:57	39725	4.5	39822	2.3
03:01:02	39725	2.4	39822	2.8
03:01:07	39725	6.6	39822	1.3
03:01:12	39725	2.0	39822	1.2
03:01:17	39725	2.7	39822	1.8
03:01:22	39725	3.3	39822	1.9
03:01:27	39725	6.6	39822	0.8
03:01:32	39725	3.8	39822	2.0
03:01:37	39725	4.5	39822	1.2
03:01:42	39725	3.7	39822	1.5
03:01:47	39725	5.3	39822	1.3
03:01:52	39725	10.4	39822	2.6
03:01:58	39725	3.3	39822	2.3
03:02:03	39725	1.4	39822	1.3
03:02:08	39725	3.8	39822	2.5
03:02:13	39725	4.7	39822	2.9
03:02:18	39725	3.5	39822	2.7
03:02:23	39725	16.6	39822	2.5
03:02:28	39725	5.2	39822	1.8
03:02:33	39725	3.4	39822	1.7
03:02:38	39725	6.5	39822	2.1
03:02:43	39725	3.3	39822	2.0
03:02:48	39725	12.4	39822	2.5
03:02:53	39725	9.3	39822	3.5
03:02:58	39725	4.6	39822	3.4
03:03:03	39725	10.3	39822	4.2
03:03:08	39725	9.4	39822	2.1
03:03:13	39725	25.3	39822	2.8
03:03:18	39725	4.9	39822	2.0
03:03:23	39725	6.8	39822	2.6
03:03:28	39725	44.2	39822	2.1
03:03:33	39725	12.2	39822	2.6
03:03:38	39725	6.9	39822	3.4
03:03:43	39725	6.1	39822	2.9
03:03:48	39725	6.4	39822	3.0
03:03:53	39725	9.0	39822	2.9
03:03:58	39725	14.7	39822	3.3
03:04:03	39725	14.0	39822	2.2
03:04:08	39725	8.8	39822	1.9
03:04:13	39725	13.9	39822	2.7
03:04:18	39725	5.4	39822	2.5
03:04:23	39725	10.4	39822	3.0
03:04:28	39725	6.0	39822	2.3
03:04:33	39725	5.5	39822	2.6
03:04:38	39725	13.0	39822	3.1
03:04:43	39725	8.6	39822	3.1
03:04:48	39725	9.9	39822	5.6
03:04:53	39725	5.6	39822	5.1
03:04:58	39725	4.0	39822	2.5
03:05:03	39725	12.7	39822	2.8
03:05:08	39725	7.0	39822	2.8
03:05:14	39725	5.4	39822	3.5
03:05:19	39725	4.6	39822	2.8
