timestamp	java_pid	java_cpu	k6_pid	k6_cpu
03:09:40	40713	22.5	40797	0.0
03:09:45	40713	707.9	40797	2.9
03:09:50	40713	708.6	40797	3.2
03:09:55	40713	728.6	40797	2.9
03:10:00	40713	653.0	40797	2.5
03:10:05	40713	707.5	40797	2.6
03:10:10	40713	711.0	40797	3.1
03:10:15	40713	15.7	40797	3.2
03:10:20	40713	2.8	40797	5.6
03:10:25	40713	3.4	40797	5.2
03:10:30	40713	7.6	40797	3.5
03:10:35	40713	5.5	40797	3.9
03:10:40	40713	1.9	40797	3.7
03:10:45	40713	2.7	40797	3.8
03:10:50	40713	2.2	40797	3.5
03:10:55	40713	4.2	40797	4.8
03:11:00	40713	6.2	40797	5.2
03:11:05	40713	11.2	40797	3.6
03:11:10	40713	7.8	40797	2.6
03:11:15	40713	5.6	40797	5.0
03:11:20	40713	5.5	40797	3.7
03:11:25	40713	7.9	40797	3.7
03:11:30	40713	4.0	40797	2.8
03:11:35	40713	7.9	40797	5.9
03:11:40	40713	6.1	40797	5.5
03:11:45	40713	6.6	40797	5.3
03:11:50	40713	7.9	40797	5.2
03:11:55	40713	11.8	40797	1.6
03:12:00	40713	5.7	40797	1.7
03:12:05	40713	5.8	40797	2.3
03:12:10	40713	10.6	40797	2.3
03:12:15	40713	11.6	40797	2.6
03:12:21	40713	10.3	40797	2.6
03:12:26	40713	6.7	40797	2.4
03:12:31	40713	6.1	40797	2.1
03:12:36	40713	7.4	40797	2.1
03:12:41	40713	6.4	40797	2.3
03:12:46	40713	5.8	40797	2.0
03:12:51	40713	6.2	40797	2.0
03:12:56	40713	9.2	40797	2.2
03:13:01	40713	21.6	40797	2.7
03:13:06	40713	8.6	40797	2.4
03:13:11	40713	22.1	40797	2.6
03:13:16	40713	9.2	40797	3.1
03:13:21	40713	21.3	40797	3.5
03:13:26	40713	20.3	40797	3.7
03:13:31	40713	22.6	40797	3.1
03:13:36	40713	10.2	40797	5.1
03:13:41	40713	22.2	40797	5.5
03:13:46	40713	9.0	40797	4.2
03:13:51	40713	9.5	40797	5.3
03:13:56	40713	10.0	40797	4.8
03:14:01	40713	37.7	40797	4.5
03:14:06	40713	10.8	40797	4.0
03:14:11	40713	26.2	40797	5.3
03:14:16	40713	5.8	40797	4.2
03:14:21	40713	14.2	40797	7.3
03:14:26	40713	15.3	40797	6.4
03:14:31	40713	14.5	40797	7.2
03:14:36	40713	10.2	40797	6.8
03:14:41	40713	14.9	40797	7.7
03:14:46	40713	11.4	40797	7.1
03:14:51	40713	45.0	40797	8.7
03:14:56	40713	9.3	40797	8.6
03:15:01	40713	16.4	40797	8.8
03:15:06	40713	9.8	40797	7.6
