timestamp	java_pid	java_cpu	k6_pid	k6_cpu
03:38:32	43922	20.3	44009	0.0
03:38:37	43922	651.5	44009	2.1
03:38:43	43922	675.2	44009	2.5
03:38:48	43922	604.0	44009	2.3
03:38:53	43922	630.7	44009	2.4
03:38:58	43922	624.3	44009	2.5
03:39:03	43922	596.8	44009	2.4
03:39:08	43922	4.6	44009	4.6
03:39:13	43922	10.4	44009	9.5
03:39:18	43922	7.1	44009	5.6
03:39:23	43922	12.0	44009	42.0
03:39:28	43922	7.0	44009	5.5
03:39:33	43922	4.9	44009	6.2
03:39:38	43922	4.0	44009	8.7
03:39:43	43922	3.9	44009	8.1
03:39:48	43922	2.8	44009	7.1
03:39:53	43922	2.7	44009	6.4
03:39:58	43922	6.5	44009	8.4
03:40:03	43922	6.2	44009	6.9
03:40:08	43922	14.9	44009	1.4
03:40:13	43922	4.7	44009	2.3
03:40:18	43922	4.1	44009	2.2
03:40:23	43922	6.7	44009	2.7
03:40:28	43922	10.8	44009	2.2
03:40:33	43922	4.6	44009	3.4
03:40:38	43922	8.6	44009	3.0
03:40:43	43922	5.1	44009	3.3
03:40:48	43922	29.2	44009	2.9
03:40:53	43922	12.5	44009	3.1
03:40:58	43922	6.2	44009	3.1
03:41:03	43922	6.8	44009	3.8
03:41:08	43922	8.6	44009	3.1
03:41:13	43922	6.9	44009	3.3
03:41:18	43922	9.2	44009	3.6
03:41:23	43922	6.4	44009	4.0
03:41:28	43922	10.7	44009	3.9
03:41:33	43922	12.2	44009	4.2
03:41:38	43922	8.3	44009	4.4
03:41:43	43922	18.8	44009	4.2
03:41:49	43922	9.5	44009	3.9
03:41:54	43922	20.4	44009	4.9
03:41:59	43922	9.0	44009	4.2
03:42:04	43922	8.1	44009	5.4
03:42:09	43922	13.1	44009	4.7
03:42:14	43922	11.5	44009	5.7
03:42:19	43922	9.5	44009	6.6
03:42:24	43922	10.6	44009	6.1
03:42:29	43922	9.8	44009	5.7
03:42:34	43922	10.1	44009	7.7
03:42:39	43922	12.2	44009	7.5
03:42:44	43922	28.7	44009	8.4
03:42:49	43922	11.0	44009	9.1
03:42:54	43922	12.2	44009	9.7
03:42:59	43922	12.9	44009	9.4
03:43:04	43922	13.2	44009	9.6
03:43:09	43922	32.2	44009	9.8
03:43:14	43922	15.1	44009	12.6
03:43:19	43922	42.7	44009	13.8
03:43:24	43922	36.1	44009	14.5
03:43:29	43922	19.7	44009	12.5
03:43:34	43922	14.3	44009	11.6
03:43:39	43922	16.7	44009	14.0
03:43:44	43922	22.8	44009	13.4
03:43:49	43922	16.4	44009	14.5
03:43:54	43922	41.3	44009	17.5
03:43:59	43922	12.9	44009	12.2
