timestamp	java_pid	java_cpu	k6_pid	k6_cpu
04:06:31	46995	19.0	47074	0.0
04:06:36	46995	680.8	47074	2.5
04:06:41	46995	716.2	47074	2.4
04:06:46	46995	587.0	47074	1.9
04:06:51	46995	7.9	47074	0.1
04:06:56	46995	2.4	47074	0.1
04:07:01	46995	4.2	47074	0.5
04:07:06	46995	0.9	47074	0.3
04:07:11	46995	4.7	47074	0.2
04:07:16	46995	0.4	47074	0.3
04:07:21	46995	3.7	47074	0.2
04:07:26	46995	0.4	47074	0.2
04:07:31	46995	2.5	47074	0.2
04:07:36	46995	0.2	47074	0.3
04:07:41	46995	5.1	47074	0.1
04:07:46	46995	0.2	47074	0.1
04:07:52	46995	1.6	47074	0.2
04:07:57	46995	0.1	47074	0.0
04:08:02	46995	4.0	47074	0.1
04:08:07	46995	1.9	47074	0.0
04:08:12	46995	1.2	47074	0.1
04:08:17	46995	0.1	47074	0.1
04:08:22	46995	0.7	47074	0.2
04:08:27	46995	0.3	47074	0.0
04:08:32	46995	0.5	47074	0.0
04:08:37	46995	0.3	47074	0.1
04:08:42	46995	0.6	47074	0.2
04:08:47	46995	0.1	47074	0.1
04:08:52	46995	32.2	47074	103.1
04:08:57	46995	45.0	47074	31.7
04:09:02	46995	28.0	47074	5.7
04:09:07	46995	78.2	47074	5.8
04:09:12	46995	21.4	47074	85.0
04:09:17	46995	1.8	47074	3.8
04:09:22	46995	8.2	47074	5.6
04:09:27	46995	19.9	47074	9.0
04:09:32	46995	8.9	47074	6.5
04:09:37	46995	32.5	47074	6.9
04:09:42	46995	12.9	47074	6.5
04:09:47	46995	16.0	47074	7.8
04:09:52	46995	17.8	47074	16.8
04:09:57	46995	16.3	47074	6.5
04:10:02	46995	10.1	47074	3.9
04:10:07	46995	12.7	47074	5.6
04:10:12	46995	8.0	47074	4.6
04:10:18	46995	8.5	47074	5.5
04:10:23	46995	15.6	47074	5.6
04:10:28	46995	11.8	47074	7.4
04:10:33	46995	14.2	47074	6.1
04:10:38	46995	6.8	47074	6.1
04:10:43	46995	15.3	47074	6.7
04:10:48	46995	14.8	47074	6.1
04:10:53	46995	16.1	47074	18.4
04:10:58	46995	47.4	47074	6.8
04:11:03	46995	17.5	47074	7.4
04:11:08	46995	18.9	47074	5.3
04:11:13	46995	8.7	47074	4.9
04:11:18	46995	13.3	47074	72.8
04:11:23	46995	6.7	47074	5.4
04:11:28	46995	33.5	47074	10.2
04:11:33	46995	31.0	47074	5.9
04:11:38	46995	23.5	47074	6.5
04:11:43	46995	19.1	47074	6.3
04:11:48	46995	23.3	47074	7.3
04:11:53	46995	6.0	47074	9.2
04:11:58	46995	14.3	47074	5.8
04:12:03	46995	19.8	47074	8.9
04:12:08	46995	15.5	47074	7.2
04:12:13	46995	6.9	47074	4.2
04:12:18	46995	11.7	47074	6.9
04:12:23	46995	11.7	47074	7.5
04:12:28	46995	15.8	47074	5.2
04:12:34	46995	13.4	47074	6.5
04:12:39	46995	12.9	47074	7.8
04:12:44	46995	16.9	47074	7.6
04:12:49	46995	11.3	47074	7.9
04:12:54	46995	6.9	47074	6.1
04:12:59	46995	24.6	47074	6.6
04:13:04	46995	23.6	47074	6.9
04:13:09	46995	28.5	47074	6.7
04:13:14	46995	20.3	47074	3.3
04:13:19	46995	17.0	47074	55.2
04:13:24	46995	26.9	47074	75.4
04:13:29	46995	23.0	47074	5.7
04:13:34	46995	14.4	47074	6.3
04:13:39	46995	12.4	47074	7.2
04:13:44	46995	15.2	47074	7.0
04:13:49	46995	27.6	47074	2.3
04:13:54	46995	26.8	47074	12.3
04:13:59	46995	7.4	47074	1.8
04:14:04	46995	33.0	47074	3.0
04:14:09	46995	43.7	47074	2.5
04:14:14	46995	23.8	47074	2.8
