timestamp	java_pid	java_cpu	k6_pid	k6_cpu
02:50:52	38762	8.1	38846	0.0
02:50:57	38762	580.4	38846	1.9
02:51:02	38762	726.0	38846	2.6
02:51:07	38762	717.5	38846	2.5
02:51:13	38762	2.5	38846	0.9
02:51:18	38762	5.8	38846	0.7
02:51:23	38762	1.7	38846	0.4
02:51:28	38762	1.6	38846	0.4
02:51:33	38762	7.1	38846	1.0
02:51:38	38762	6.4	38846	1.6
02:51:43	38762	9.6	38846	1.8
02:51:48	38762	11.8	38846	1.2
02:51:53	38762	8.0	38846	1.0
02:51:58	38762	7.5	38846	1.0
02:52:03	38762	3.0	38846	1.3
02:52:08	38762	5.3	38846	0.9
02:52:13	38762	4.5	38846	0.8
02:52:18	38762	2.4	38846	0.7
02:52:23	38762	3.1	38846	9.6
02:52:28	38762	3.0	38846	2.0
02:52:33	38762	4.2	38846	1.1
02:52:38	38762	2.9	38846	2.6
02:52:43	38762	5.8	38846	2.7
02:52:48	38762	1.8	38846	1.0
02:52:53	38762	3.5	38846	1.6
02:52:58	38762	6.6	38846	2.6
02:53:03	38762	5.2	38846	1.8
02:53:08	38762	4.5	38846	1.6
02:53:13	38762	5.7	38846	1.5
02:53:18	38762	9.1	38846	2.9
02:53:23	38762	5.4	38846	2.8
02:53:28	38762	4.5	38846	3.4
02:53:33	38762	8.6	38846	2.9
02:53:38	38762	3.8	38846	3.3
02:53:43	38762	3.9	38846	4.0
02:53:48	38762	5.3	38846	3.7
02:53:53	38762	4.9	38846	1.3
02:53:58	38762	3.6	38846	4.2
02:54:04	38762	3.7	38846	1.5
02:54:09	38762	14.7	38846	2.8
02:54:14	38762	5.3	38846	2.5
02:54:19	38762	16.5	38846	3.1
02:54:24	38762	4.2	38846	2.4
02:54:29	38762	15.1	38846	2.4
02:54:34	38762	7.3	38846	3.3
02:54:39	38762	12.8	38846	2.1
02:54:44	38762	26.3	38846	1.5
02:54:49	38762	15.9	38846	2.4
02:54:54	38762	9.1	38846	1.9
02:54:59	38762	9.8	38846	1.7
02:55:04	38762	4.6	38846	1.7
02:55:09	38762	9.8	38846	2.3
02:55:14	38762	3.6	38846	1.7
02:55:19	38762	18.1	38846	1.8
02:55:24	38762	5.2	38846	1.9
02:55:29	38762	7.2	38846	2.4
02:55:34	38762	4.1	38846	1.7
02:55:39	38762	4.7	38846	2.6
02:55:44	38762	3.6	38846	2.3
02:55:49	38762	8.7	38846	2.5
02:55:54	38762	6.6	38846	3.3
02:55:59	38762	10.1	38846	3.2
02:56:04	38762	5.9	38846	3.1
