timestamp	java_pid	java_cpu	k6_pid	k6_cpu
03:28:34	42830	25.3	42922	0.0
03:28:39	42830	738.4	42922	2.2
03:28:44	42830	674.2	42922	2.6
03:28:49	42830	708.6	42922	2.8
03:28:54	42830	696.9	42922	2.6
03:28:59	42830	684.1	42922	2.9
03:29:04	42830	652.6	42922	2.7
03:29:09	42830	4.5	42922	2.5
03:29:14	42830	15.3	42922	2.9
03:29:19	42830	3.4	42922	3.3
03:29:24	42830	4.7	42922	3.4
03:29:29	42830	2.8	42922	2.9
03:29:34	42830	4.3	42922	7.6
03:29:39	42830	2.6	42922	3.1
03:29:44	42830	4.9	42922	4.5
03:29:49	42830	4.8	42922	4.5
03:29:54	42830	3.7	42922	2.8
03:29:59	42830	3.4	42922	4.2
03:30:05	42830	2.2	42922	3.9
03:30:10	42830	3.4	42922	5.7
03:30:15	42830	3.7	42922	2.1
03:30:20	42830	8.9	42922	4.1
03:30:25	42830	2.1	42922	2.6
03:30:30	42830	3.2	42922	2.9
03:30:35	42830	2.3	42922	4.1
03:30:40	42830	4.9	42922	4.8
03:30:45	42830	3.4	42922	4.7
03:30:50	42830	3.0	42922	4.8
03:30:55	42830	17.5	42922	1.0
03:31:00	42830	2.5	42922	1.6
03:31:05	42830	7.3	42922	1.9
03:31:10	42830	4.0	42922	1.8
03:31:15	42830	9.4	42922	2.2
03:31:20	42830	5.8	42922	2.1
03:31:25	42830	3.8	42922	2.3
03:31:30	42830	4.9	42922	2.0
03:31:35	42830	8.3	42922	2.1
03:31:40	42830	5.3	42922	2.1
03:31:45	42830	4.3	42922	2.3
03:31:50	42830	18.4	42922	2.7
03:31:55	42830	9.0	42922	3.0
03:32:00	42830	4.0	42922	2.1
03:32:05	42830	5.8	42922	3.0
03:32:10	42830	8.1	42922	3.4
03:32:15	42830	10.8	42922	2.7
03:32:20	42830	7.1	42922	3.5
03:32:25	42830	12.3	42922	3.3
03:32:30	42830	12.2	42922	3.7
03:32:35	42830	8.2	42922	4.7
03:32:40	42830	12.2	42922	6.4
03:32:45	42830	22.6	42922	6.7
03:32:50	42830	9.7	42922	4.6
03:32:55	42830	8.8	42922	4.5
03:33:00	42830	20.6	42922	5.5
03:33:05	42830	10.1	42922	4.8
03:33:10	42830	18.2	42922	5.5
03:33:15	42830	31.3	42922	7.3
03:33:21	42830	23.4	42922	5.3
03:33:26	42830	12.0	42922	6.5
03:33:31	42830	57.8	42922	6.0
03:33:36	42830	12.2	42922	10.2
03:33:41	42830	23.4	42922	10.0
03:33:46	42830	23.8	42922	12.1
03:33:51	42830	19.2	42922	11.3
03:33:56	42830	13.8	42922	10.5
03:34:01	42830	21.5	42922	14.1
03:34:06	42830	68.6	42922	12.2
